  N              L              E(X)
 101    9.07106781185127886   0.000000e+00
 104    9.07106781186547551   9.219812e-30
 111    9.35077710665800055   1.479114e-30
 107    9.07106781186599953   8.874685e-30
 106    9.07106781186548083   5.867153e-30
 197   11.14883791470134433   1.375576e-29
 112    9.38119599763700052   2.465190e-31
 116    9.52192053503739722   6.853229e-30
 115    9.50611411140799945   9.860761e-31
 118    9.53935520428800032   1.232595e-30
 119    9.54132528653000023   2.120064e-30
 122    9.54247233265700068   2.662406e-30
 199   11.22554180413600022   3.599178e-30
 124    9.65573012954000021   1.824241e-30
 123    9.64728169494700083   1.281899e-30
 130    9.85390724205219293   1.720703e-29
 125    9.65680410899799924   4.437343e-31
 200   11.24987953073500080   2.613102e-30
 198   11.21099578078800008   4.289431e-30
 137   10.00948309937900049   1.084684e-30
 139   10.01387105389400034   1.774937e-30
 150   10.33346414881100017   1.873545e-30
 103    9.07106781186548261   1.676329e-30
 114    9.46607728031499995   8.381647e-31
 154   10.39287624978699931   2.711709e-30
 161   10.47998303580106239   1.232595e-30
 170   10.48528137423899942   6.458799e-30
 120    9.54203325095400068   3.944305e-31
 177   10.79595221702800067   1.873545e-30
 185   10.95376699448200064   9.367723e-31
 151   10.35871360648305561   6.113672e-30
 188   10.95668589503000057   4.437343e-30
 195   11.07106781186551281   2.228532e-29
 131    9.87773574764920070   9.564938e-30
 156   10.44171657602300307   1.922848e-30
 157   10.45037945089499942   1.281899e-30
 168   10.48528137423899942   1.331203e-29
 141   10.01387685344800005   4.782469e-30
 145   10.18222482081699987   2.465190e-31
 183   10.94311109761899914   6.902533e-31
 135    9.99276709887799974   2.218671e-30
 171   10.48528137423899942   1.025519e-29
 109    9.25605509550699956   2.169367e-30
 159   10.46829821528099913   8.874685e-31
 191   11.05091432744699986   1.627026e-30
 147   10.26156162282933870   1.922848e-30
 128    9.79067067234099930   2.366583e-30
 160   10.47518210608999922   1.380507e-30
 134    9.96839886419899912   6.409495e-31
 189   10.95668589503000057   1.577722e-30
 146   10.23460799859639359   3.500570e-30
 126    9.65685424949241522   3.747089e-30
 169   10.48528137423899942   3.106140e-30
 165   10.48528137423899942   9.712850e-30
 153   10.37901229440799966   1.824241e-30
 182   10.92507200394629763   1.129057e-29
 148   10.29702107128007427   1.183291e-30
 155   10.42026014062548711   2.317279e-29
 174   10.72389346908800078   1.183291e-30
 179   10.87834710191700083   2.563798e-30
 108    9.07106781186549505   1.183291e-30
 193   11.07002517945000086   6.902533e-31
 158   10.45037987901899967   6.310887e-30
 167   10.48528137423899942   9.071900e-30
 143   10.01387685344800005   5.817849e-30
 178   10.84340874614102290   2.677197e-29
 117    9.53554214592199934   1.725633e-30
 102    9.07106775154800005   5.423419e-31
 187   10.95575426976099997   1.035380e-30
 166   10.48528137423899942   1.099475e-29
 138   10.01310349871899952   3.944305e-31
 176   10.76908528855400071   1.183291e-30
 144   10.01387685344800005   7.987217e-30
 186   10.95499262076200075   0.000000e+00
 164   10.48528137423899942   7.592786e-30
 175   10.74699978810400047   1.922848e-30
 152   10.37295693385200046   1.331203e-30
 162   10.47998304005099968   3.944305e-30
 184   10.94934737001699965   6.409495e-31
 113    9.43262472912599925   1.528418e-30
 105    9.07106781186548794   2.218671e-30
 121    9.54247233265700068   2.514494e-30
 180   10.90795480494799996   1.922848e-30
 163   10.48528137423899942   1.972152e-30
 142   10.01387685344800005   7.149052e-30
 132    9.90016804745200041   6.902533e-31
 133    9.91590508299499973   2.169367e-30
 172   10.48528137423899942   4.979684e-30
 194   11.07095909784199961   1.133988e-30
 140   10.01387685344800005   7.247660e-30
 192   11.06857871846700014   2.021456e-30
 129    9.83189560911027982   9.860761e-31
 181   10.92507199302099963   4.289431e-30
 136   10.00250138379299969   1.429810e-30
 110    9.31514216795699923   5.423419e-31
 149   10.32383126871300050   1.972152e-30
 173   10.69193761659099984   1.676329e-30
 190   10.95668589503000057   6.113672e-30
 127    9.73469883175400064   1.380507e-30
